area,bedrooms,city,furnishing,locality_tier,price_lakhs
1850,5,Hyderabad,Semi-Furnished,2,240.83
1912,2,Pune,Furnished,2,214.25
964,2,Delhi,Semi-Furnished,2,159.37
2720,1,Delhi,Unfurnished,2,253.67
1662,1,Mumbai,Unfurnished,1,232.09
2058,2,Mumbai,Furnished,1,277.09
2120,2,Hyderabad,Furnished,2,227.85
2350,4,Hyderabad,Unfurnished,3,244.52
1088,5,Mumbai,Furnished,3,220.86
2417,3,Mumbai,Furnished,1,306.7
2121,3,Bangalore,Semi-Furnished,2,253.13
3019,4,Mumbai,Furnished,3,326.72
2835,3,Chennai,Unfurnished,2,266.96
782,3,Delhi,Unfurnished,2,161.56
1092,3,Hyderabad,Semi-Furnished,1,194.55
1145,1,Bangalore,Unfurnished,2,162.41
2371,5,Mumbai,Semi-Furnished,2,310.86
939,4,Hyderabad,Unfurnished,1,179.31
2971,4,Bangalore,Unfurnished,1,328.52
2598,3,Delhi,Unfurnished,2,283.79
1925,3,Hyderabad,Unfurnished,3,194.06
1371,2,Pune,Unfurnished,2,170.56
825,3,Delhi,Unfurnished,3,155.9
2511,3,Bangalore,Semi-Furnished,3,260.32
2709,5,Chennai,Furnished,1,318.23
1492,3,Delhi,Semi-Furnished,3,180.75
1587,3,Chennai,Unfurnished,3,163.76
769,4,Delhi,Unfurnished,2,170.16
637,2,Bangalore,Semi-Furnished,2,132.14
636,2,Bangalore,Unfurnished,3,115.88
1946,2,Mumbai,Furnished,3,226.67
1912,4,Chennai,Unfurnished,1,241.96
2316,3,Chennai,Semi-Furnished,1,255.79
2780,4,Mumbai,Unfurnished,1,339.86
3010,2,Mumbai,Semi-Furnished,3,291.38
2612,2,Mumbai,Unfurnished,2,279.9
1299,1,Bangalore,Furnished,1,189.88
3061,1,Delhi,Semi-Furnished,1,307.0
1588,4,Pune,Semi-Furnished,3,199.15
2839,4,Hyderabad,Unfurnished,2,295.51
2857,4,Bangalore,Furnished,1,328.09
3028,3,Bangalore,Furnished,3,297.5
1169,1,Mumbai,Semi-Furnished,2,173.7
1115,3,Bangalore,Unfurnished,1,200.72
2423,1,Hyderabad,Semi-Furnished,1,247.43
1588,5,Bangalore,Furnished,3,226.5
2130,3,Pune,Semi-Furnished,1,266.2
2580,2,Delhi,Unfurnished,2,256.88
2207,2,Delhi,Unfurnished,1,271.28
1119,4,Hyderabad,Semi-Furnished,3,158.01
1292,5,Mumbai,Furnished,1,270.6
1126,3,Hyderabad,Furnished,1,189.81
2301,2,Pune,Furnished,2,248.57
716,3,Chennai,Unfurnished,1,161.35
937,3,Hyderabad,Furnished,2,158.98
2643,4,Chennai,Semi-Furnished,2,275.18
1933,3,Pune,Unfurnished,2,220.88
2551,5,Delhi,Semi-Furnished,2,308.46
2841,5,Mumbai,Semi-Furnished,2,350.04
742,2,Pune,Unfurnished,3,116.74
2870,3,Mumbai,Semi-Furnished,2,323.47
1707,2,Chennai,Furnished,1,211.53
621,3,Chennai,Furnished,2,140.12
1473,3,Mumbai,Semi-Furnished,2,224.25
1866,2,Hyderabad,Unfurnished,1,227.11
2956,3,Chennai,Semi-Furnished,1,295.58
911,5,Chennai,Semi-Furnished,2,185.21
1044,1,Delhi,Furnished,2,159.86
1556,4,Bangalore,Semi-Furnished,3,209.38
2799,3,Chennai,Unfurnished,2,266.41
2982,5,Hyderabad,Furnished,1,352.73
1994,2,Bangalore,Furnished,2,236.49
1393,4,Hyderabad,Furnished,2,209.43
1125,5,Bangalore,Unfurnished,1,223.66
980,3,Delhi,Semi-Furnished,1,198.0
2640,3,Chennai,Unfurnished,1,285.18
900,2,Chennai,Semi-Furnished,1,161.19
869,2,Bangalore,Semi-Furnished,2,150.67
2399,3,Delhi,Unfurnished,1,280.21
2603,3,Chennai,Unfurnished,2,261.67
2255,4,Pune,Furnished,3,247.46
1219,3,Pune,Semi-Furnished,3,157.63
881,1,Chennai,Semi-Furnished,1,135.01
1682,2,Delhi,Furnished,1,235.03
1808,3,Chennai,Semi-Furnished,1,229.78
1917,2,Hyderabad,Unfurnished,1,219.92
2633,2,Bangalore,Semi-Furnished,3,246.75
685,2,Delhi,Furnished,3,129.01
902,3,Pune,Furnished,3,143.5
1413,5,Delhi,Furnished,3,224.37
3008,2,Pune,Semi-Furnished,3,265.47
1174,5,Delhi,Unfurnished,3,198.01
1088,2,Mumbai,Unfurnished,3,167.9
2267,3,Hyderabad,Semi-Furnished,3,220.87
1954,3,Hyderabad,Semi-Furnished,2,228.89
1310,3,Chennai,Unfurnished,2,166.96
2563,1,Chennai,Furnished,1,244.98
1561,3,Chennai,Unfurnished,3,153.97
1777,2,Bangalore,Semi-Furnished,2,221.96
2363,3,Hyderabad,Semi-Furnished,2,252.39
2427,5,Pune,Unfurnished,2,284.16
1386,2,Bangalore,Unfurnished,1,204.94
2938,3,Mumbai,Semi-Furnished,2,317.88
2737,2,Chennai,Furnished,2,258.43
2959,4,Bangalore,Semi-Furnished,3,290.66
1707,3,Hyderabad,Unfurnished,2,195.95
2788,3,Hyderabad,Unfurnished,3,251.56
1120,3,Mumbai,Unfurnished,3,176.42
1458,4,Mumbai,Furnished,3,228.53
745,4,Mumbai,Unfurnished,2,186.19
1849,3,Bangalore,Unfurnished,1,242.25
3066,3,Chennai,Semi-Furnished,1,306.55
1520,5,Chennai,Furnished,2,224.62
2177,3,Delhi,Unfurnished,1,276.72
2203,4,Mumbai,Furnished,3,270.6
635,1,Delhi,Furnished,2,124.09
1307,3,Pune,Semi-Furnished,2,178.84
3075,2,Bangalore,Semi-Furnished,2,289.4
657,2,Hyderabad,Semi-Furnished,3,106.37
1832,5,Hyderabad,Semi-Furnished,2,239.13
807,3,Hyderabad,Unfurnished,3,125.6
2046,2,Mumbai,Furnished,2,236.85
1642,3,Mumbai,Furnished,1,246.37
1792,3,Pune,Furnished,1,229.13
2681,4,Mumbai,Unfurnished,1,328.4
2082,3,Pune,Furnished,1,248.33
1543,3,Chennai,Furnished,2,188.65
1111,4,Bangalore,Furnished,2,184.25
955,3,Pune,Furnished,1,175.78
1255,3,Mumbai,Furnished,2,206.28
2028,3,Mumbai,Furnished,2,262.62
839,2,Mumbai,Furnished,2,166.54
962,2,Pune,Semi-Furnished,1,160.62
1138,3,Mumbai,Semi-Furnished,3,177.64
716,3,Hyderabad,Furnished,1,155.11
2492,4,Mumbai,Unfurnished,3,273.19
1466,3,Bangalore,Furnished,3,185.72
1112,3,Bangalore,Unfurnished,2,167.67
2806,3,Delhi,Furnished,1,310.55
1946,4,Chennai,Unfurnished,3,205.75
2152,3,Mumbai,Furnished,2,264.85
1275,3,Mumbai,Unfurnished,2,196.3
1854,3,Hyderabad,Semi-Furnished,2,208.09
1386,2,Mumbai,Semi-Furnished,2,195.7
1142,2,Mumbai,Semi-Furnished,3,166.14
959,2,Hyderabad,Furnished,2,135.55
1025,4,Bangalore,Semi-Furnished,1,198.01
1793,3,Pune,Unfurnished,2,203.99
1431,2,Hyderabad,Semi-Furnished,2,167.25
1365,2,Chennai,Semi-Furnished,2,155.16
2351,3,Pune,Semi-Furnished,2,245.76
2968,3,Mumbai,Unfurnished,1,328.48
2656,4,Pune,Semi-Furnished,3,259.75
1832,2,Hyderabad,Furnished,2,194.52
2986,4,Mumbai,Unfurnished,3,308.55
2471,4,Hyderabad,Unfurnished,1,274.6
2190,4,Pune,Furnished,1,275.3
1188,3,Hyderabad,Furnished,3,153.28
1283,3,Hyderabad,Furnished,2,174.82
993,3,Mumbai,Semi-Furnished,1,203.43
1154,3,Mumbai,Semi-Furnished,1,207.08
1164,2,Chennai,Unfurnished,2,142.72
714,2,Delhi,Furnished,2,137.76
1786,2,Hyderabad,Unfurnished,1,206.56
2710,3,Mumbai,Furnished,3,282.49
1828,3,Hyderabad,Furnished,1,228.04
2217,3,Chennai,Furnished,2,231.01
1372,2,Mumbai,Unfurnished,1,208.85
2571,3,Pune,Furnished,1,286.51
858,2,Delhi,Semi-Furnished,1,160.58
716,3,Hyderabad,Unfurnished,1,143.03
2837,4,Hyderabad,Semi-Furnished,2,281.48
2001,3,Bangalore,Unfurnished,3,216.0
2484,2,Pune,Semi-Furnished,2,246.01
1921,4,Chennai,Semi-Furnished,3,204.04
2026,3,Mumbai,Semi-Furnished,2,253.08
2350,3,Mumbai,Furnished,3,258.84
1494,2,Hyderabad,Unfurnished,2,167.01
1982,3,Pune,Unfurnished,3,201.86
2777,2,Chennai,Unfurnished,1,269.54
2349,3,Mumbai,Furnished,1,297.38
2859,3,Bangalore,Unfurnished,1,309.21
2224,3,Delhi,Unfurnished,1,261.97
2922,3,Hyderabad,Furnished,2,288.48
1245,2,Chennai,Unfurnished,1,164.68
1155,3,Bangalore,Semi-Furnished,2,177.28
1413,3,Mumbai,Semi-Furnished,2,207.05
2492,3,Mumbai,Unfurnished,2,281.04
2849,4,Hyderabad,Unfurnished,1,301.25
2055,4,Hyderabad,Furnished,2,235.73
1572,4,Delhi,Furnished,1,244.82
914,4,Delhi,Unfurnished,1,186.56
1804,3,Delhi,Unfurnished,1,235.94
2861,3,Pune,Furnished,2,284.67
987,2,Pune,Furnished,1,166.84
734,3,Hyderabad,Semi-Furnished,2,130.38
1462,4,Hyderabad,Semi-Furnished,1,211.07
2207,3,Delhi,Semi-Furnished,1,272.1
1850,2,Mumbai,Semi-Furnished,2,231.53
2208,3,Delhi,Furnished,1,276.78
2692,3,Delhi,Semi-Furnished,1,301.77
2561,4,Delhi,Furnished,1,307.19
2245,4,Bangalore,Unfurnished,2,258.84
2644,2,Bangalore,Furnished,1,287.05
1954,3,Chennai,Furnished,3,198.49
1455,3,Pune,Furnished,2,189.55
2968,2,Pune,Semi-Furnished,2,275.4
2239,4,Hyderabad,Furnished,2,255.53
2913,2,Delhi,Semi-Furnished,1,299.63
1501,3,Delhi,Furnished,2,205.04
1213,2,Pune,Semi-Furnished,3,138.58
722,4,Pune,Semi-Furnished,2,147.62
1170,3,Mumbai,Semi-Furnished,3,171.63
2990,3,Chennai,Furnished,2,287.67
2131,3,Delhi,Unfurnished,2,243.55
2807,3,Hyderabad,Unfurnished,3,250.36
2435,3,Mumbai,Unfurnished,3,256.84
1811,3,Mumbai,Semi-Furnished,3,217.39
972,3,Hyderabad,Semi-Furnished,2,148.56
1740,2,Hyderabad,Furnished,2,191.23
2892,2,Chennai,Semi-Furnished,3,246.46
1938,3,Pune,Furnished,1,242.66
2916,3,Mumbai,Unfurnished,1,325.38
1482,4,Pune,Furnished,1,220.41
2871,3,Delhi,Semi-Furnished,2,295.1
1142,3,Delhi,Unfurnished,3,159.61
1890,3,Hyderabad,Semi-Furnished,3,192.01
2672,2,Mumbai,Semi-Furnished,3,267.28
723,3,Hyderabad,Furnished,2,138.85
2121,3,Mumbai,Furnished,2,258.44
2922,4,Pune,Semi-Furnished,1,324.91
2780,3,Hyderabad,Unfurnished,2,265.64
1431,4,Pune,Furnished,2,198.89
2275,3,Mumbai,Semi-Furnished,3,249.9
844,3,Hyderabad,Furnished,2,146.18
2007,2,Delhi,Furnished,3,216.27
799,3,Pune,Unfurnished,1,154.11
1781,4,Bangalore,Furnished,3,221.82
1388,2,Chennai,Unfurnished,3,137.22
2059,2,Delhi,Unfurnished,3,204.67
1207,3,Bangalore,Semi-Furnished,3,162.31
2144,4,Delhi,Furnished,2,265.11
1914,4,Pune,Furnished,3,216.4
709,2,Delhi,Furnished,2,141.2
1642,2,Bangalore,Unfurnished,1,213.82
895,2,Pune,Unfurnished,2,129.71
2487,3,Pune,Unfurnished,1,271.28
1643,4,Pune,Semi-Furnished,2,213.84
1405,2,Delhi,Semi-Furnished,3,169.68
2526,3,Mumbai,Unfurnished,1,295.35
828,4,Bangalore,Furnished,2,170.32
1104,3,Delhi,Furnished,2,181.05
2999,3,Hyderabad,Unfurnished,1,300.78
2576,4,Bangalore,Unfurnished,1,304.96
2260,3,Chennai,Semi-Furnished,1,251.25
751,2,Chennai,Semi-Furnished,2,118.83
2737,3,Mumbai,Semi-Furnished,2,304.12
2487,4,Chennai,Unfurnished,2,255.22
1638,2,Bangalore,Unfurnished,3,169.2
1588,2,Mumbai,Semi-Furnished,2,208.24
1744,3,Pune,Unfurnished,2,205.21
2948,4,Pune,Unfurnished,2,298.06
1516,2,Pune,Unfurnished,2,171.84
1067,2,Hyderabad,Semi-Furnished,1,161.36
2334,3,Chennai,Furnished,3,218.31
2147,4,Hyderabad,Furnished,1,265.71
881,2,Hyderabad,Semi-Furnished,1,151.94
757,4,Chennai,Unfurnished,1,152.42
974,2,Mumbai,Furnished,1,190.33
2055,2,Bangalore,Semi-Furnished,1,237.17
1607,2,Bangalore,Furnished,1,215.03
2444,4,Chennai,Unfurnished,2,249.8
1226,3,Hyderabad,Unfurnished,1,176.89
2453,3,Chennai,Semi-Furnished,2,248.55
2810,3,Delhi,Unfurnished,3,269.32
1191,3,Delhi,Furnished,3,170.23
2631,3,Hyderabad,Unfurnished,3,232.07
778,4,Chennai,Furnished,1,163.39
1728,2,Hyderabad,Unfurnished,2,183.71
2624,4,Delhi,Unfurnished,1,306.99
981,3,Chennai,Furnished,1,170.19
863,3,Mumbai,Semi-Furnished,1,189.97
2700,3,Chennai,Furnished,3,251.56
2900,3,Bangalore,Semi-Furnished,1,314.47
2521,2,Chennai,Semi-Furnished,2,237.88
2201,2,Pune,Furnished,1,246.57
1221,2,Chennai,Unfurnished,1,163.49
1298,3,Hyderabad,Unfurnished,2,163.89
2243,3,Hyderabad,Furnished,2,234.99
1077,3,Hyderabad,Unfurnished,3,128.9
2235,2,Delhi,Unfurnished,1,249.5
2045,4,Mumbai,Unfurnished,1,282.7
982,3,Bangalore,Semi-Furnished,2,166.44
1824,3,Pune,Furnished,1,233.55
1324,2,Delhi,Semi-Furnished,2,177.98
1941,4,Bangalore,Furnished,2,237.6
872,4,Hyderabad,Furnished,2,155.18
727,3,Mumbai,Furnished,3,149.66
838,3,Mumbai,Semi-Furnished,1,193.35
1452,3,Mumbai,Furnished,1,232.66
1116,3,Hyderabad,Semi-Furnished,1,175.72
1911,3,Mumbai,Semi-Furnished,1,262.42
1495,3,Mumbai,Unfurnished,1,233.26
1583,3,Pune,Semi-Furnished,3,174.35
1917,2,Chennai,Furnished,1,210.57
850,3,Bangalore,Furnished,3,145.73
1987,3,Pune,Semi-Furnished,1,241.59
1864,4,Mumbai,Semi-Furnished,2,254.47
2679,3,Hyderabad,Furnished,2,268.02
1939,2,Pune,Semi-Furnished,2,209.09
2631,3,Chennai,Semi-Furnished,2,254.23
1179,3,Delhi,Furnished,3,171.07
1016,3,Pune,Unfurnished,1,167.8
1419,3,Bangalore,Semi-Furnished,3,179.84
1874,3,Chennai,Unfurnished,1,223.11
2749,3,Chennai,Unfurnished,1,279.47
2621,3,Chennai,Unfurnished,3,236.01
778,4,Delhi,Unfurnished,3,150.42
1919,2,Mumbai,Unfurnished,2,228.14
2390,4,Chennai,Semi-Furnished,2,256.8
2370,3,Delhi,Semi-Furnished,2,261.71
1849,2,Hyderabad,Semi-Furnished,1,209.37
1074,2,Delhi,Furnished,1,182.63
1270,3,Mumbai,Semi-Furnished,1,218.08
703,3,Bangalore,Semi-Furnished,1,159.46
2933,2,Bangalore,Furnished,1,308.81
2731,3,Bangalore,Unfurnished,1,293.06
1723,3,Chennai,Unfurnished,1,203.0
2600,4,Bangalore,Semi-Furnished,3,274.9
1248,3,Bangalore,Furnished,3,164.54
1833,2,Hyderabad,Semi-Furnished,1,212.74
1222,2,Pune,Semi-Furnished,2,152.99
2137,3,Chennai,Furnished,1,246.73
1426,4,Bangalore,Furnished,2,208.99
1335,3,Delhi,Semi-Furnished,2,189.58
2642,2,Hyderabad,Unfurnished,1,265.84
1408,3,Delhi,Furnished,1,217.32
2081,2,Hyderabad,Semi-Furnished,2,211.27
2726,2,Delhi,Semi-Furnished,3,253.64
825,3,Delhi,Furnished,1,178.55
2697,2,Hyderabad,Furnished,1,267.69
2606,4,Delhi,Semi-Furnished,1,310.83
1910,3,Chennai,Unfurnished,3,191.82
2807,3,Chennai,Unfurnished,2,266.33
2444,2,Pune,Semi-Furnished,1,256.27
1478,2,Chennai,Semi-Furnished,2,166.17
1025,2,Hyderabad,Furnished,1,158.84
2654,3,Pune,Semi-Furnished,3,251.57
2354,3,Pune,Unfurnished,1,258.84
2861,2,Hyderabad,Unfurnished,2,257.47
2697,4,Hyderabad,Unfurnished,3,257.21
2086,4,Bangalore,Unfurnished,1,268.52
2241,2,Hyderabad,Semi-Furnished,2,221.38
2058,2,Chennai,Furnished,2,211.24
729,3,Chennai,Unfurnished,1,146.18
1843,3,Chennai,Unfurnished,2,198.08
1828,3,Pune,Semi-Furnished,3,195.01
747,2,Delhi,Semi-Furnished,2,144.29
1574,2,Bangalore,Furnished,1,209.92
2659,3,Delhi,Unfurnished,1,295.07
882,3,Delhi,Semi-Furnished,2,158.22
1089,4,Mumbai,Furnished,2,203.5
1893,3,Mumbai,Unfurnished,1,252.57
881,3,Pune,Semi-Furnished,2,148.88
1795,4,Pune,Unfurnished,2,220.19
1447,2,Pune,Furnished,3,155.73
1747,2,Delhi,Unfurnished,3,191.03
2257,4,Mumbai,Semi-Furnished,2,281.01
2022,2,Chennai,Semi-Furnished,3,183.07
2394,2,Chennai,Semi-Furnished,1,248.87
2961,3,Hyderabad,Semi-Furnished,1,306.89
1709,4,Pune,Unfurnished,2,210.04
2495,4,Pune,Unfurnished,2,267.54
2180,2,Chennai,Semi-Furnished,1,231.89
2957,3,Chennai,Furnished,3,269.14
2804,4,Delhi,Unfurnished,2,304.69
1234,2,Hyderabad,Furnished,2,159.65
1029,3,Pune,Semi-Furnished,2,158.01
2767,3,Pune,Semi-Furnished,3,257.26
1806,4,Mumbai,Furnished,1,272.22
1663,3,Pune,Furnished,1,226.69
2557,2,Chennai,Unfurnished,2,234.38
2363,4,Delhi,Unfurnished,1,287.0
2298,3,Bangalore,Furnished,3,239.88
2001,4,Pune,Semi-Furnished,1,254.4
2620,3,Mumbai,Furnished,2,295.06
2087,4,Bangalore,Unfurnished,1,268.92
2564,4,Mumbai,Semi-Furnished,2,296.35
782,3,Bangalore,Furnished,1,173.21
2817,3,Bangalore,Furnished,2,288.3
2083,3,Bangalore,Furnished,2,244.33
2414,2,Mumbai,Furnished,1,291.34
973,2,Mumbai,Unfurnished,3,145.96
1025,2,Delhi,Furnished,2,166.59
800,4,Chennai,Unfurnished,1,168.07
2389,4,Chennai,Unfurnished,3,231.91
2676,4,Bangalore,Semi-Furnished,1,310.67
1972,2,Pune,Semi-Furnished,1,227.16
2045,4,Chennai,Semi-Furnished,2,232.76
2935,2,Bangalore,Unfurnished,2,276.68
1161,2,Chennai,Furnished,1,166.06
820,2,Chennai,Semi-Furnished,1,144.06
2026,3,Pune,Unfurnished,1,239.44
1418,3,Hyderabad,Unfurnished,2,177.75
1122,2,Chennai,Furnished,1,166.92
1190,4,Delhi,Unfurnished,2,190.6
1836,3,Pune,Semi-Furnished,1,232.94
1619,3,Delhi,Unfurnished,1,224.02
1586,3,Pune,Semi-Furnished,3,178.28
1441,3,Chennai,Semi-Furnished,2,179.87
2234,3,Bangalore,Semi-Furnished,2,250.32
2461,3,Hyderabad,Furnished,3,237.31
978,3,Chennai,Furnished,1,169.67
1383,3,Bangalore,Unfurnished,1,205.51
1205,2,Pune,Semi-Furnished,1,172.76
2562,2,Delhi,Semi-Furnished,1,278.51
2406,4,Mumbai,Unfurnished,2,287.96
2461,3,Bangalore,Semi-Furnished,1,279.37
2621,2,Chennai,Semi-Furnished,2,246.15
1682,4,Hyderabad,Furnished,2,210.54
1375,4,Chennai,Furnished,1,202.76
1526,4,Chennai,Furnished,1,217.39
2364,3,Mumbai,Furnished,1,298.25
1189,2,Bangalore,Unfurnished,2,155.81
1102,2,Delhi,Semi-Furnished,2,162.74
2320,2,Delhi,Semi-Furnished,1,262.88
926,4,Bangalore,Semi-Furnished,1,193.18
1039,4,Hyderabad,Unfurnished,3,144.98
2735,4,Chennai,Furnished,1,297.32
2332,3,Mumbai,Furnished,1,293.86
1936,4,Chennai,Semi-Furnished,2,219.6
1198,2,Hyderabad,Furnished,2,158.22
2414,4,Chennai,Semi-Furnished,3,238.93
1335,2,Pune,Furnished,1,185.83
919,4,Bangalore,Semi-Furnished,1,186.77
2357,4,Mumbai,Semi-Furnished,3,265.41
1040,3,Delhi,Semi-Furnished,3,154.03
1945,4,Chennai,Semi-Furnished,2,223.72
943,3,Mumbai,Furnished,1,200.58
874,2,Hyderabad,Unfurnished,1,142.61
1857,2,Bangalore,Unfurnished,1,221.89
1242,2,Bangalore,Furnished,3,152.9
2098,3,Mumbai,Furnished,1,279.89
2366,3,Delhi,Unfurnished,2,259.22
2047,2,Hyderabad,Furnished,2,210.71
2078,3,Delhi,Unfurnished,1,259.43
1160,3,Chennai,Semi-Furnished,2,161.12
2985,3,Hyderabad,Unfurnished,3,261.4
2960,4,Hyderabad,Furnished,2,299.49
2694,3,Chennai,Unfurnished,1,276.82
1038,4,Chennai,Furnished,2,165.25
1953,2,Chennai,Furnished,2,201.43
1378,3,Delhi,Furnished,1,218.67
2930,3,Delhi,Furnished,1,320.45
977,3,Bangalore,Furnished,2,169.51
2685,3,Delhi,Unfurnished,1,299.36
808,4,Hyderabad,Unfurnished,2,147.54
839,3,Chennai,Unfurnished,3,115.27
1459,3,Hyderabad,Semi-Furnished,1,196.32
1914,4,Delhi,Furnished,2,247.39
2304,3,Bangalore,Semi-Furnished,3,233.57
1451,2,Bangalore,Semi-Furnished,2,179.4
1915,3,Hyderabad,Unfurnished,2,211.27
1345,3,Hyderabad,Semi-Furnished,1,191.7
1207,2,Pune,Unfurnished,2,151.1
1598,2,Hyderabad,Unfurnished,1,194.21
1964,3,Bangalore,Semi-Furnished,1,250.32
787,2,Pune,Furnished,1,144.0
1965,4,Bangalore,Unfurnished,1,261.31
2229,3,Hyderabad,Semi-Furnished,3,218.98
1721,4,Chennai,Semi-Furnished,2,213.68
